ObjectId,Year,Fund,Workgroup,Organization,Program,Program_Summary,Amount_Requested,Amount_Funded,Amount_Spent
570,2015,GF,HSF,Children First of the Rockies,SAFE Services,,,5000,4612
941,2010,GF,HSF,Center for People with Disabilities (CPWD),Independent Living,,,18000,16751
118,2019,HEF,HEF,Boulder County Farmers Market,Farm to Early Care and Education,"Funding will provide Double Up Food Bucks incentives and Women, Infants and Children (WIC) vouchers, for use by low-income city residents to purchase fresh fruits and vegetables, meats, eggs and cheese at the farmers market. Funds will also support market staff providing Supplemental Nutrition Assistance Program (SNAP) and WIC transactions, oversight and community outreach.",52700,52700,47797
582,2012,GF,HSF,Children's House Preschool,First Chance Scholarship Fund,,,22050,20426
516,2015,GF,HSF,Boulder Shelter for the Homeless,Transition Program,,,28000,26133
378,2016,GF,HSF,Boulder Outreach for Homeless Overflow,Emergency Warming Centers,,30000,20000,18431
1750,2000,GF,HSF,City of Boulder Children Youth and Families,Family Resource Schools,,,148951,147670
1687,1995,GF,HSF,Safehouse Progressive Alliance for Nonviolence,Counseling and Advocacy Services,,,26165,24723
1475,2006,GF,HSF,Kids Connections (InterACT),TransACT Cultural Connections,,,7465,6795
402,2016,GF,HSF,Mental Health Partners,Behavioral Health Services,"Psychiatric rehab, health & wellness coaching/ case mgmt., peer support & outreach",360000,350000,323127
583,2012,GF,HSF,City of Boulder Senior Services,Senior Resources - Bilingual Caseworker,,,22013,20271
126,2019,HEF,HEF,Boulder Day Nursery,Family Health and Resource Program,"Funding will provide health education, healthy meals and physical activities to children.",125000,100000,98208
1550,2003,GF,HSF,Boulder Shelter for the Homeless,Basic Needs,,,44558,42447
1837,1999,GF,HSF,Clinica Campesina Family Health Care Services,Adult Program,,,144551,137783
74,2018,GF,HRF,Motus Theater,UndocuAmerica Project,,5000,2260,2259
1557,2001,GF,HSF,"Boulder County RSVPBoard, Inc (dba BC CareConnect)",Safety Net,,,12500,11678
1785,1996,GF,HSF,Dental Aid,Adult Assured Access,,,10000,9851
535,2013,GF,HSF,Dental Aid,Preschool Virtual Dental Home,,,4500,4203
1209,2006,GF,HSF,Mental Health Partners,MESA Prevention Education,,,28426,28358
562,2012,GF,HSF,BV Women's Health Center,Family Planning and Gyn,,,110000,101575
1140,2011,GF,YOP,Boulder Judo Training Center,Aim Higher,"Provide instructors, uniforms and other supplies for participants in sports-focused alternative community placement program for at-risk youth.",14750,14750,14612
716,2014,GF,CEF,Out Boulder County,Boulder Pridefest,,1600,1600,1571
1077,2010,GF,YOP,Boulder Dinner Theater Academy,Summer Camps-scholarships,,5200,0,0
1476,2006,GF,HSF,Medicine Horse Program,Medicine Horse Youth Program,,,12500,12051
992,2008,GF,HSF,Family Learning Center,Pathways to Success for School Readiness,,,56989,51540
1043,2011,GF,HSF,Safehouse Progressive Alliance for Nonviolence,Outreach and Increased Access,,,8505,8409
122,2019,HEF,HEF,Boulder County Public Health,Healthy Eating and Drinking From the Start,"Funding will support increased breastfeeding rates, healthy eating and access to healthy foods for low-income nursing mothers and their families.",122560,122560,121202
884,2011,GF,HSF,Immigrant Legal Center of Boulder County,Immigrant Legal Center of Boulder County,,,25000,24288
1150,2011,GF,YOP,Global Alliance of Youth and Adults in Action   (GAYA),Earth Guardians E.A.R.T.H. Presentation,,10600,0,0
1352,2001,GF,HSF,Clinica Campesina Family Health Care Services,Adult Program,,,155588,140538
1436,2006,GF,HSF,Boulder County Legal Services,Legal Services for Domestic Violence Victims,Free legal services for victims of DV with focus on services that help clients & children remain free of continued abuse.,,14598,13646
123,2019,HEF,HEF,Boulder County Public Health,Maternal Child Coordinated Services,"Funding will provide a coordinated entry process for health and social referrals and services for low-income city families. Organizations will provide more efficient and effective services, and clients will experience improved health and social services.",56200,56200,52405
317,2018,HEF,HEF,Boulder Valley School District,No Student Hungry: Weekend Nutrition Bag Program,"Funding will be used to provide bags of prepared food to children and families at times when school is not in session (weekends and holiday breaks). Schools included are University Hill and Columbine Elementary Schools, Casey Middle School and Arapahoe Ridge High School. Additional funding will be used to fund program staff, food delivery, bag supplies and evaluation.",65782,65782,62702
632,2015,GF,HSF,Community Food Share,Food Procurement and Distribution,,,5000,4936
206,2016,GF,CEF,Veterans Helping Veterans Now,Family Talk Series,,1600,1600,1469
230,2018,GF,HSF,YWCA,Children's Alley,"Year-round emergency, drop-in child care, extended services including weekends",70000,65000,60342
1115,2011,GF,HSF,Children First of the Rockies,SAFE Services,,,7216,7106
1015,2009,GF,YOP,Community Cycles,Family Learning Center After School Bike Class,,12151,4702,4353
1674,1995,GF,HSF,Developmental Disabilities Center (dba Imagine!),Planning grant,,,5000,4855
288,2017,GF,HSF,Emergency Family Assistance Association,Basic Needs & Shelter Program,,0,125000,119483
1894,1995,GF,HSF,Boulder Day Nursery,Toddler and Preschool Early Learning,,,24000,22555
640,2013,GF,HSF,Mental Health Partners,"Child, Adolescent and Family Services",,,99213,89514
1221,2005,GF,HSF,Access Counseling (formerly The Counseling Center),Safe Exchange Program,,,10782,10076
454,2015,GF,HSF,Association for Community Living,Adult Empowerment,"Basic needs assistance, referrals, mentorship & consultation & advocacy for individuals with developmental disabilities",,5000,4565
1876,1996,GF,HSF,Safehouse Progressive Alliance for Nonviolence,Counseling and Advocacy Services,,,26165,23564
827,2010,GF,YOP,"Mountain Summers, Inc.",Leadership Scholarships for Youth with Promise,,30000,0,0
703,2013,GF,HSF,Mental Health Partners,Psychiatric Emergency and Adult Services,,,180388,178798
460,2014,GF,HSF,Center for People with Disabilities (CPWD),Home Care,,,22000,21348
1445,2006,GF,HSF,Boulder Day Nursery,Infant Early Learning Program,,,26995,26814
1871,1996,GF,HSF,Partners of Boulder County,One-To-One Mentoring,,,5000,4656
499,2013,GF,HSF,Clinica Campesina Family Health Care Services,Primary Health Care for Low-Income,,,350000,333998
904,2008,GF,HSF,Safehouse Progressive Alliance for Nonviolence,Outreach and Increased Access,,,8258,7629
765,2013,GF,HSF,Voices for Children,Court Appointed Special Advocates (CASA),,,5000,4728
743,2014,GF,CoIH,Barrio E,Feel Puerto Rico!,,1500,1150,1044
845,2009,GF,HSF,Access Counseling (formerly The Counseling Center),Family Counseling,,,29568,27664
529,2015,GF,HSF,Boulder Valley School District,Boulder High: Adelante! After School Program,,,30000,29397
1500,2004,GF,HSF,Center for People with Disabilities (CPWD),Independent Living,,,8800,8642
213,2018,GF,HSF,Family Learning Center,Pathways to Success for Youth Development,"Academic case management, college prep classes & services, summer & school year academic support",10300,10000,9604
1498,2004,GF,HSF,BV Women's Health Center,Family Planning and Gyn,,,66000,59620
1499,2004,GF,HSF,BV Women's Health Center,Youth Program,,,17902,16620
1898,1997,GF,HSF,Boulder American Indian Parent Committee,Drop Out Prevention and Cultural Events,,,14254,13449
300,2017,GF,HSF,YWCA,Latina Achievement Support,,0,15000,14113
212,2018,GF,HSF,Family Learning Center,Pathways to Success for School Readiness,Preschool & full-day child care,51500,50000,45424
1718,1996,GF,HSF,Clinica Campesina Family Health Care Services,Adult Program,,,139629,139044
1493,2004,GF,HSF,Boulder Shelter for the Homeless,Winter Shelter & Transition Programs,,,44558,40609
5,2019,GF,HSF,Boulder County Child & Family Advocacy Program (dba Blue Sky Bridge),Child and Family Advocacy Program,"Forensic interviews, family support & advocacy, & crisis call intervention for child survivors of abuse, school-based prevention & community education",40000,33250,30400
701,2012,GF,HSF,Boulder Outreach for Homeless Overflow,Medical Respite,,,5000,4539
1322,2002,GF,HSF,Boulder County Housing and Human Services,Project Self-Sufficiency,,,16391,15006
1551,2001,GF,HSF,Boulder County Legal Services,Legal Services for Domestic Violence Victims,Free legal services for victims of DV with focus on services that help clients & children remain free of continued abuse.,,13145,11850
1235,2005,GF,HSF,Bridge House,Basic Needs,,,19604,18647
1943,1996,GF,HSF,Boulder County Housing and Human Services,Project Self-Sufficiency,,,10000,9567
1520,2007,GF,HSF,Dental Aid,Adult Assured Access,,,60797,56354
1083,2009,GF,YOP,Ken Bernstein/BCAA/Bldr Public Library,Diversity Supports the World,,15000,0,0
1860,1997,GF,HSF,Mental Health Partners,MESA Prevention Education,,,29067,28791
1304,2003,GF,HSF,Mental Health Partners,"Child, Adolescent and Family Services",,,86888,82948
1920,1997,GF,HSF,City of Boulder Children Youth and Families,Boulder County Prevention and Intervention,,,45193,42462
409,2016,GF,HSF,YMCA,Youth and Teen Programs,,20000,0,0
1217,2006,GF,HSF,YWCA,Children's Alley,,,55000,50926
85,2018,GF,HSF,Boulder County Child & Family Advocacy Program (dba Blue Sky Bridge),Child and Family Advocacy Program,"Forensic interviews, family support & advocacy, & crisis call intervention for child survivors of abuse, school-based prevention & community education",40000,33250,32746
179,2017,HEF,HEF,Children's House Preschool,Children's House Garden,"Funding will be used to build a garden at the preschool for the children to teach them about nutrition, and provide them the opportunity to grow, harvest, and prepare their own nutritious snacks at school.",10000,10000,9184
175,2017,HEF,HEF,Boulder County Public Health,Healthy Eating Active Living Program,"Funding will be used to bolster several initiatives under the Healthy Eating Active Living Program including targeted social media messaging on hidden sugars, production of promotional videos and a cookbook to increase outreach on the Double Up Food Bucks Program and enhancements in WIC programming incentives that increase produce purchase ability of residents.",74381,50381,49977
249,2018,GF,YOP,Boulder Parks and Recreation,Getting Fit Program,Facilitate the positive development of low-income youth by connecting them to experiences that will empower them to make positive choices for healthy lifestyle. Provide funds for access to outdoor recreation opportunities.,11743,11743,10640
57,2018,GF,CoIH,Immigrant Legal Center of Boulder County,Immigrants From Central America,,1500,1300,1221
727,2014,GF,YOP,Greater Boulder Youth Orchestras,"Greater, Bolder Collaborations",Provide opportunities for youth involved in the Greater Boulder Youth Orchestra to partner with professional musicians.,15000,0,0
988,2008,GF,HSF,Dental Aid,Children and Youth Oral Health,,,30970,28374
1359,2006,GF,HSF,Access Counseling (formerly The Counseling Center),Individual Counseling,,,21108,19158
1885,1995,GF,HSF,Big Sisters,Big Sisters program,,,5000,4715
700,2012,GF,HSF,Boulder Outreach for Homeless Overflow,Emergency Warming Centers,,,20000,18246
1176,2009,GF,HSF,Dental Aid,Preschool Virtual Dental Home,,,8179,7924
170,2017,GF,YOP,Mountain Flower Goat Dairy,Middle School Counselor in Training Program,"To provide staffing and supplies for a free, hands on and experiential Counselor in Training program for middle school students to participate in urban agriculture and build job skills.",10992,10992,10737
237,2018,GF,IPD,Northern Arapaho Tribe/Northern Arapaho Business Council,Welcome the Arapaho People Home,,1500,750,703
936,2009,GF,YOP,Casey Middle School,Casey Cycling Club,,12594.4,0,0
846,2009,GF,HSF,Access Counseling (formerly The Counseling Center),Individual Counseling,,,21108,20686
749,2014,GF,HSF,Boulder County Child & Family Advocacy Program (dba Blue Sky Bridge),Child and Family Advocacy Program,"Forensic interviews, family support & advocacy, crisis call intervention, school-based prevention ed., partner & community ed.",,25000,23448
1781,2000,GF,HSF,United Black Women of Boulder Valley,Institute for African American Leadership,,,9000,8908
962,2009,GF,YOP,Colie's Closet,Peer to Peer Education,,15000,11202,10909
973,2011,GF,HSF,Boulder County AIDS Project,HIV Care Services,"Comprehensive HIV medical case mgmt, testing & counseling, health insurance access, housing & food",,35000,33917
784,2013,GF,YOP,Boulder Museum of Contemporary Art,The Studio Project and Art Lounge Program,Engage and connect middle and high school youth with contemporary art and visiting artists through leadership development and youth events.,11146,5000,4736
1824,1998,GF,HSF,United Black Women of Boulder Valley,Institute for African American Leadership,,,18000,16832
1621,1998,GF,HSF,Boulder County Housing and Human Services,Project Self-Sufficiency,,,12000,11166
653,2013,GF,HSF,Boulder Day Nursery,Early Learning Program,,,62000,57523
204,2016,GF,CEF,Out Boulder County,Boulder Pridefest,,1600,1600,1521
195,2016,GF,CEF,Acorn School for Early Childhood Development,Annual Fall Festival,,1500,900,817
